,name,ownerAddress,breedCount,pegaTotalRaces,speed,strength,wind,fire,water,lightning,gender,bloodLine,breedType,winRate,win,lose,avg_position,firt_places,second_places,third_places,total_rewards
0,CM | 25,0x343DEfbb0dfd4293292fBC3c296d29eDF2c79E5e,3,270,6.27,7.24,0.81,5.33,7.16,2.32,Female,Hoz,Pacer,0.2,55,215,7.36,9,6,6,1365
0,Caithlyn,0x559CeEfa638fa94ad49A726F0d2Ed1EFcacAEB41,2,267,0.63,4.06,1.26,1.18,8.15,8.91,Male,Hoz,Rare,0.26,69,198,7.86,11,11,10,1899
0,Brioche a la praline,0x4F3AdC7227889A65F1EC466a59746769DF32Df95,3,265,3.66,1.43,1.21,2.16,3.71,0.31,Female,Campona,Pacer,0.21,55,210,6.7,10,8,8,1610
0,-- 14 - 12 | IranBGU,0xae6D6c5350776f4cBca4F03f14E3E7D2aBf0Bc54,2,246,5.55,6.93,5.99,5.07,1.53,7.03,Female,Campona,Pacer,0.21,51,195,9.06,7,6,4,1103
0,Azshara,0x1E3159c54B3a4635C3f26Cc692eF4EA6E60Fdc41,2,270,1.63,0.17,5.92,6.39,1.23,4.52,Male,Klin,Rare,0.2,55,215,7.7,1,4,11,567
0,LVL99 GUILD #79,0x2CFFe0dac97b03e1c7c5EB0835b9DbA485f85D2f,3,259,7.21,5.87,7.57,2.82,6.2,6.99,Female,Zan,Pacer,0.18,47,212,8.06,2,5,5,560
0,Tony Stroman,0xca4c954b1de85d1B5F196b46E256778eB0E0949F,3,273,3.12,2.71,3.97,4.3,8.0,2.73,Male,Hoz,Pacer,0.28,77,196,7.45,3,7,8,831
0,Perseus | Project Infinity #18,0x0e25e126F72f74427975AD446A03adEED6e0caAe,2,227,5.75,2.35,6.56,7.88,8.94,4.54,Female,Klin,Legendary,0.32,73,154,5.4,17,12,11,2599
0,016 | Company,0x55141aE35057b6e3B4d2E3E69Ea75Fd330D310bB,3,268,0.4,1.82,0.01,8.74,5.99,2.38,Male,Hoz,Pacer,0.21,57,211,7.57,10,8,7,1584
0,Alexys Waters,0xC7788e8B9b0ef7C530B506d439496ee0D951540b,2,267,5.31,3.06,6.46,2.5,1.38,5.55,Male,Zan,Pacer,0.22,58,209,7.18,5,6,9,1023
0,Myah Funk Pegasus,0x5C39B66e6514377F57776cD46560B298cdB64f06,3,251,4.11,8.49,1.51,8.09,7.78,0.94,Male,Hoz,Pacer,0.22,54,197,7.63,8,6,9,1338
0,XPCA l TO THE MOON,0xB1752575bFd95476796DcCDD98A68DFf0741BA75,3,270,3.75,6.62,7.11,7.42,6.44,4.86,Male,Hoz,Pacer,0.19,51,219,6.81,3,4,11,777
0,THE DREAMERS 4,0x03d2B55d5a2B0c21D4441D996afb280A51174519,3,260,4.97,6.6,3.07,3.16,0.85,1.29,Female,Campona,Pacer,0.12,31,229,8.52,3,1,7,541
0,Hayako,0x1BEaDE1cDb52f0Cad3554a6144E954119BdE22f1,2,249,6.32,5.6,6.32,7.0,5.09,0.03,Male,Klin,Pacer,0.24,60,189,7.9,7,11,9,1453
0,Mira#53,0x775d437266975D74274d8da3AcaAC15a8AA7df34,3,269,8.81,7.36,1.34,5.37,7.28,3.84,Female,Hoz,Pacer,0.14,37,232,8.52,3,2,5,533
0,Royal McGlynn | DK,0xf5a2BFB5201616cfFaa9baeBA0800FD0b7c66a3b,3,114,3.54,3.66,1.73,1.54,5.17,7.98,Male,Hoz,Pacer,0.25,29,85,7.820224719101123,4,6,11,970
0,Brutal,0xdf5cDb26F0D8A3f4862BcAef3f216F354D268882,3,271,7.13,4.58,1.15,5.25,8.62,5.39,Male,Zan,Rare,0.24,66,205,6.6,13,10,7,1987
0,* * *   SWIFT DRAGON   * * *,0x919A92c8692bdA6d960CD0065C82745484a42b2f,3,265,5.72,5.0,8.99,2.47,2.09,0.71,Male,Campona,Pacer,0.26,68,197,8.37,9,11,3,1507
0,Cotton Candy,0xD2b322bb6Bf3aE2AE6f419b4D5077a8FFeD84A3d,2,271,3.08,4.7,3.5,1.63,8.87,8.82,Female,Campona,Pacer,0.26,70,201,7.52,10,8,10,1662
0,Tsunami Magnet,0x0589633aB70662baE42a9046964a66dC6730b69D,2,152,4.76,7.04,0.77,1.2,0.18,6.1,Male,Klin,Pacer,0.22,34,118,8.72,6,5,7,1032
0,DENOMINADEITOR,0x9aF34494E46F502186832DC5e5Ab09D484F9f64d,2,267,3.02,7.39,3.35,6.5,6.27,3.83,Male,Klin,Pacer,0.16,42,225,7.73,1,8,5,587
0,White Fang,0x9C4bE5d376C4bCC374e89FE6428FBC8be1150a62,2,183,8.02,0.45,6.89,0.34,5.35,5.63,Female,Klin,Pacer,0.49,90,93,3.72,32,13,10,4192
0,Diamond Cutter | MAC.GG,0x8b42436D567Cb464ae0567F49CB6A1A16A9C8C8d,2,272,6.31,3.77,8.56,4.69,7.52,2.59,Female,Klin,Rare,0.3,82,190,6.95,12,13,12,2144
0,BGG | Hoz #207,0x4Fc6d63844b1EE1B8375E09B740c5458f3b1e156,3,274,2.66,5.55,3.94,1.98,8.39,5.72,Male,Hoz,Pacer,0.2,54,220,6.72,11,8,8,1715
0,ðâï¸ð´ðªï¸THORNADOðªï¸ð´âï¸ð,0x187c7D3035519E7a5fa89F2bc008597FaE735cef,2,267,4.38,5.17,6.62,1.71,8.94,1.1,Female,Zan,Epic,0.31,84,183,7.24,27,3,9,3201
0,Deep Blue,0xf5139b79eE9C79973Dd8102287aae8D2FE0D71Da,2,224,8.02,8.71,4.09,3.68,2.0,5.9,Female,Campona,Epic,0.07,16,208,10.23,4,0,1,446
0,Candy,0x848F1b146D1fa5b5F8348B9038262d767137151A,3,202,8.93,3.04,1.03,6.88,7.07,4.51,Male,Klin,Legendary,0.35,70,132,5.11,16,15,13,2678
0,Beth Logan,0xdC232e884a3CF741A3D8079037e4033f49a661e3,2,266,3.65,8.85,0.92,4.63,4.71,0.61,Male,Zan,Pacer,0.19,51,215,8.51,4,4,10,856
0,Angela Klocko | xyZ,0x42f34449209059717e6C48eD0110783A7df82abF,3,261,2.24,1.28,1.42,2.46,7.11,1.26,Male,Zan,Rare,0.28,72,189,6.72,11,12,13,2021
0,ONE | DIAMOND IV,0xEb5AB7e396475c3C8eBE040ED3b463Dc188D3B7e,0,264,5.76,1.7,4.96,0.07,5.82,5.3,Male,Zan,Pacer,0.24,63,201,6.12,12,8,2,1664
0,Ravishing Rick Rude,0x9Eb4485181cCFeab95b63033F204F5A87078160B,3,264,8.42,5.17,4.39,5.96,0.79,5.15,Male,Campona,Pacer,0.22,58,206,7.41,6,8,10,1242
0,Champagne Rose,0x108965BCb91ce58679F8B9FE61eEd4121C39b643,3,267,2.29,2.51,8.73,3.03,7.65,7.21,Male,Hoz,Pacer,0.24,63,204,7.32,8,10,14,1644
0,|ððð¦| #05,0x77FE1dDa1fDd034Ac69d277b0272b76B7C48c1E6,3,267,7.64,5.93,1.28,1.42,5.6,2.77,Male,Hoz,Pacer,0.12,33,234,7.19,8,2,4,1032
0,Martial Master,0x80b759F0A9391e64351e6b94E32c384A40D96b7D,3,277,2.16,0.69,8.9,1.94,3.94,7.05,Male,Campona,Pacer,0.19,52,225,8.6,5,10,5,1095
0,RDG #608,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,1,273,5.84,6.42,3.86,4.05,0.3,0.33,Female,Klin,Rare,0.15,42,231,9.55,5,5,1,771
0,ðªðµð¶ðð¸ð²ð â¢ ðð¤ð¥ â ð­ð,0x9aB97183ACA79F3152fD4C86e7b770F13e828E7f,2,248,7.06,7.22,0.85,3.7,8.68,0.39,Female,Zan,Pacer,0.27,66,182,6.95,13,11,9,2083
0,Blinc 468,0xBD2fBDfA6FbA294B079D64220496f0dE46438967,2,266,0.23,3.31,3.11,1.04,7.4,8.39,Male,Klin,Pacer,0.23,61,205,8.09,3,8,10,927
0,Floki.,0x1dbD9AcEe6eD9FE92bD4C6dda4aA275664420a2D,2,276,0.93,2.73,2.32,5.55,8.57,1.28,Female,Campona,Pacer,0.28,76,200,7.07,10,9,11,1732
0,BJMS~shooting star,0x9e0Ba71c63DED730A417b9B015022c0700DD1c0c,2,268,1.33,3.69,4.02,2.79,0.56,6.21,Male,Campona,Pacer,0.26,69,199,7.74,10,10,8,1698
0,Grayson Thiel,0xf8E1e0a7Cc666DD5Ef5f6dE54d95a98b9c29F270,3,250,4.72,3.84,2.09,7.05,7.77,2.71,Male,Hoz,Pacer,0.26,65,185,6.3,15,6,11,2125
0,Qee | RDG 172,0x2F68Cd6609D37ee9e3eF804F5D9AE23CEa947e1f,0,272,4.04,4.04,1.15,4.31,7.69,7.76,Female,Klin,Epic,0.23,63,209,7.37,13,8,6,1873
0,Primer,0xAad9A1AA85126ef99765BbFD4cC3e793c0044F74,2,271,8.02,8.16,2.93,2.42,0.19,2.69,Male,Campona,Pacer,0.07,20,251,9.75,3,4,1,517
0,ANTARES,0xE08AfF7897ba5F32d02f6Fac52Cf702BA12E653F,3,255,3.83,6.84,1.04,0.61,5.27,1.99,Male,Hoz,Pacer,0.15,38,217,8.88,2,3,2,394
0,Leef,0x9416641dA960106AF3b7b220D1704eeAaa9FbE73,3,262,3.85,7.29,1.97,4.07,6.46,3.37,Male,Zan,Pacer,0.16,42,220,7.34,4,8,11,1058
0,RxK | 10 .HCG,0xe7606A031E6eCf2EBeFE029d7d4a72169A4Cb373,3,274,2.95,5.99,4.1,7.67,1.92,7.72,Female,Hoz,Pacer,0.27,75,199,8.14,8,4,10,1276
0,ToReality I CMA,0x22b4c0051aDcAE234316B63C73b6ce52145b30e5,2,270,0.37,1.92,0.76,7.36,3.9,2.73,Female,Klin,Pacer,0.24,65,205,7.67,10,12,4,1682
0,Eleggua,0x84Dd43A2064A3eBC524a74f73a6DE8f0B0905385,4,258,5.14,2.13,1.17,3.3,1.6,5.59,Male,Hoz,Pacer,0.25,64,194,7.33,10,6,9,1548
0,Dane,0x66907f7eC9709Dcf766E42344A3b6ee8514a0036,2,263,7.0,0.4,8.83,6.44,1.1,8.64,Female,Campona,Pacer,0.25,66,197,7.43,14,6,3,1812
0,BILL GATES,0xBa3C8C8341E7AdBe20a7a6c5B29F0Dbf76a781B9,3,262,4.95,6.45,0.47,6.44,0.87,8.21,Female,Campona,Pacer,0.29,75,187,9.18,7,14,9,1585
0,Verdant Sun,0x10E1e4dccBe012913f92d06e09EF3442e7ebD31f,3,215,7.35,3.05,8.05,8.63,7.12,0.74,Male,Campona,Pacer,0.33,71,144,6.55,13,10,13,2143
0,Red,0x06e644433D8EAE680acdA62a2F47f66FE479F748,7,201,2.8,4.22,0.55,0.22,4.47,3.99,Male,Hoz,Founding,0.21,42,159,7.43,3,9,7,893
0,OGG #5 | Hinata,0xb250faA3dA4d854a103ff118F6D504000357C790,1,272,0.35,0.71,8.61,5.29,7.34,7.59,Female,Klin,Epic,0.12,33,239,9.84,1,6,3,447
0,BIGTUNA AL,0x4D454d702Ebf07db6FAf644663319aB000f0FB7B,3,277,1.73,7.91,7.34,4.34,4.46,0.87,Male,Hoz,Pacer,0.24,67,210,8.91,9,4,9,1355
0,Roy Okuneva,0x24360FD9B4C328cb73c133AeB7944fa5a6987b44,4,246,8.48,6.64,0.3,0.36,0.89,2.48,Male,Hoz,Pacer,0.11,26,220,8.63,1,1,5,279
0,Sharku Stranger,0x7266328FCB22570B6280C40951B8cCF35bbA6a0c,3,258,6.48,7.54,3.8,7.62,2.65,5.32,Female,Campona,Pacer,0.14,35,223,8.2,6,6,6,1050
0,ðð·ð°ð½ðºð,0xc642F2f6208f86Ca89b935a1ef5Ff8aE0dc05D35,2,264,6.47,6.2,2.02,6.26,8.16,8.24,Female,Zan,Rare,0.23,62,202,7.66,9,5,8,1373
0,Halvorson,0x1387CC1158aCEB7eBB14f954f338bc89c0FD6335,3,271,4.84,4.75,4.93,5.7,2.68,8.52,Female,Campona,Rare,0.22,60,211,8.23,9,6,8,1417
0,JBA53,0xEDb4a8F6a7b9025fe00250A271d76B7a391dBD91,2,264,2.62,1.5,5.13,6.54,7.06,8.06,Male,Klin,Pacer,0.17,45,219,7.51,7,2,12,1135
0,Challenjour #49,0xCB8c48Bb49A63948Ff102119d7419b3480dEcD2e,3,278,8.79,6.51,7.2,5.07,5.91,5.02,Male,Hoz,Pacer,0.1,28,250,8.55,0,4,6,332
0,Jany Klein,0x31A14626579c3197B43DE563128c2171F4F840aD,3,273,3.96,4.77,0.47,2.32,3.32,0.17,Male,Klin,Epic,0.25,67,206,7.48,6,9,5,1156
0,â ATHENS,0x42f34449209059717e6C48eD0110783A7df82abF,2,264,8.59,3.73,7.26,6.42,0.17,7.11,Female,Zan,Legendary,0.24,64,200,7.21,15,7,6,2039
0,Jennie Kim III ððð,0x57b242522b5565Aa2a1B12463424e9935040B7c1,3,265,2.0,6.79,5.1,1.83,7.9,2.93,Male,Klin,Pacer,0.25,65,200,7.86,4,10,10,1120
0,Aurora | GaCha | TCG,0xFC60d6c97D7c6254DD31b1eaaBbD4b6149012059,2,279,8.34,5.97,2.31,3.12,0.82,3.48,Male,Campona,Pacer,0.16,44,235,7.99,1,6,5,499
0,qwerty,0xfd9aF7Dd7086B8008De51d3684B1B5160A6783a7,3,270,3.17,8.71,1.26,7.4,7.65,5.37,Male,Hoz,Pacer,0.22,59,211,7.12,9,9,2,1393
0,Teri TxH,0xDCCA28fBe2222b89F241c8C123b448E7631CB5a6,3,270,8.42,5.02,6.69,8.84,8.03,7.1,Male,Hoz,Pacer,0.21,57,213,6.84,5,9,9,1155
0,Ladarius Boehm,0xfb1011Acf27D4e5f2F5A96F70684dEe033F59146,3,266,5.88,2.95,2.81,2.75,6.36,1.92,Male,Hoz,Pacer,0.29,78,188,5.68,13,8,12,2029
0,SILVER RAIN,0x7c220CE49eCf78BeAb1FD94ff637FEE8aBFFb5aF,4,270,7.33,7.0,1.25,6.4,5.74,0.01,Male,Klin,Epic,0.22,60,210,7.17,7,8,9,1321
0,Yelson Almonte,0xA027D9994e91d3dCd2BD5AeB04aD95A07eE23A24,3,270,2.08,4.05,6.81,8.16,5.67,0.36,Male,Zan,Epic,0.27,72,198,7.25,18,6,8,2362
0,RDG #321,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,4,260,5.16,6.62,1.56,1.86,7.56,0.9,Female,Hoz,Epic,0.24,63,197,7.95,7,8,10,1347
0,Dino Orn,0xBc32b8e9680BD8525C4814fD27e834a2c6235a6f,3,268,7.84,5.59,8.75,6.97,1.33,4.54,Male,Hoz,Pacer,0.13,36,232,8.94,2,4,7,568
0,Zaphkiel,0x46Cd3789A410667b72d5FAFad7FFbf7A722108F7,2,267,8.1,6.68,1.42,2.22,7.53,4.65,Female,Klin,Pacer,0.18,49,218,7.29,7,6,8,1207
0,syzygy #139 | Real Deal,0x655a775c20067208b206f7024227D2dD5A41d715,2,261,8.06,7.21,5.97,5.18,4.37,6.73,Male,Klin,Epic,0.08,21,240,8.91,1,3,1,263
0,Ahri | Disconnected,0x05c255A07e3042c77aB6d77cdbA1274180E137F1,2,272,5.31,0.56,7.41,3.09,4.15,8.85,Female,Klin,Pacer,0.3,82,190,6.91,12,10,8,1908
0,R&J | Rolle,0x6e7bfDFc997D7bC2a4408f3248c4c146471E5D51,3,267,5.03,1.92,6.4,7.61,4.56,8.11,Female,Campona,Pacer,0.28,74,193,6.62,12,10,7,1882
0,Lilliana Berge,0x58AA36460492aAB2F4C9fb9B06CA0E39FFb231F4,3,266,3.2,3.45,0.51,2.04,5.38,3.48,Female,Hoz,Pacer,0.18,48,218,7.3,3,5,4,639
0,RS 25 | TCG,0x3587DF69F026E4b8bFDae856A0E6d15aAeB8EbBB,3,258,4.13,3.19,7.06,6.27,6.47,0.08,Male,Hoz,Pacer,0.38,99,159,6.31,26,11,10,3474
0,Kansas City Chiefs,0x2eE92c7E527A194BED52BA6C04FFd452ec6F700e,3,266,5.13,5.72,2.93,3.44,0.23,6.4,Female,Klin,Rare,0.2,52,214,7.55,4,10,12,1172
0,Lionel | Nameless,0x6971975Ddf6e70D1d33c5f8966b4730c0D6acA03,0,264,2.71,4.47,6.64,7.4,0.66,0.22,Female,Campona,Epic,0.24,63,201,8.67,7,10,9,1409
0,Smaug,0x2A3554456D3BB0556934c36A2f19899e047d769D,4,272,8.62,7.04,2.09,3.87,7.4,6.21,Male,Hoz,Epic,0.14,38,234,8.62,3,2,8,611
0,RDG #48,0xA9904f1DD7d330c2991517Bb3f6024B77f65bFe0,2,268,6.43,1.31,6.46,0.22,2.19,8.28,Male,Zan,Legendary,0.31,84,184,6.42,18,14,3,2584
0,GentleMaster,0xbf8B2D5BFFA1226c890c58B3abED48a65915FbE2,3,264,1.43,0.02,3.79,2.14,7.11,1.75,Female,Klin,Epic,0.28,75,189,7.29,9,16,8,1857
0,Casimir O'Connell,0xAAffE591525641D0032cE275bbd519cB9557340f,2,250,5.97,0.22,1.13,3.15,0.04,2.83,Female,Klin,Pacer,0.42,105,145,4.45,20,15,14,3124
0,ELMOUSTRO  #47,0x347a1B0830c6Df9F86e8283d5329C2f2df47bF3B,4,155,7.96,4.54,2.34,0.93,3.72,0.0,Female,Hoz,Rare,0.25,39,116,7.22,11,9,8,1759
0,M2,0x74A231f77851D9F854a04197756B6A2508fF093A,7,256,2.97,6.78,5.36,6.57,0.7,0.77,Male,Zan,Founding,0.19,49,207,8.11,7,9,12,1443
0,EVX,0xE8254E262E3E713F9633c35D1bd9b3b867e4cBF3,3,257,3.25,8.33,6.13,8.02,5.84,7.1,Female,Zan,Founding,0.16,41,216,7.17,5,6,4,893
0,Jan Swaniawski,0x8451084A5738d0a75eA76926904F70D78De1C7f1,2,275,7.77,1.38,3.07,2.44,8.22,7.64,Male,Klin,Pacer,0.4,109,166,5.19,24,14,10,3396
0,Merle Torphy,0xF3cA84B0830D06Ace03fA8d46e4a564F6d152eAC,2,2,4.68,1.52,7.1,0.34,7.15,0.61,Male,Hoz,Pacer,0.5,1,1,3.0,1,0,0,105
0,SL Racer 6,0x10FB8ec14b79E08b0fC32BFa40a861620815A130,3,271,3.53,4.91,7.23,1.74,2.87,5.23,Female,Campona,Pacer,0.16,43,228,7.71,0,6,7,446
0,OVERDRIVE,0x079b2ef9A595c20Be182684cBED2b9c27f64b728,2,266,0.67,5.99,8.54,8.6,3.64,6.06,Female,Klin,Epic,0.17,44,222,7.96,5,3,4,761
0,Sorbaria,0xB6BB996a6B00a707c0d6Ab27E6910803e72Dc757,3,272,7.38,0.48,6.14,3.22,5.81,7.09,Male,Hoz,Pacer,0.42,115,157,4.2,25,18,10,3677
0,Who's The Gentleman?,0x7B322BeA6CB7bafA1949651AEE4c72ee1A1657eE,1,170,1.58,5.77,3.5,1.38,0.66,2.47,Male,Klin,Epic,0.18,30,140,7.93,4,4,8,804
0,GallatÃ©os 1,0xafc98cB3CD48550615cb3a4597C3BB3BA443de70,2,268,1.61,5.37,5.91,4.7,3.87,6.98,Male,Campona,Pacer,0.18,47,221,7.78,3,8,6,823
0,Ringer,0x7c88DF0FC154d7cFd19489E948775195A5649058,3,279,0.12,3.42,0.92,8.82,2.23,0.64,Female,Hoz,Pacer,0.26,72,207,7.41,14,10,8,2118
0,Raya Gasruk,0x462A82a7ff6F717726EF2d38cD6Ba1AfD9b29975,3,272,7.97,1.13,4.07,0.94,4.12,4.16,Female,Hoz,Pacer,0.43,116,156,4.22,16,20,18,3028
0,Tarte aux pommes ,0x0Ea2EFdBe653856889D56d7a9134Ec3400860998,3,269,8.43,8.27,8.27,6.66,7.35,5.66,Female,Campona,Pacer,0.14,38,231,8.67,2,4,4,490
0,VANDER!,0xBA22DfA7Df9Aae981b854d136A347C4BA9868aeF,2,259,2.68,7.49,6.53,7.54,5.72,5.23,Female,Zan,Rare,0.18,46,213,6.9,5,3,6,813
0,Trez,0x517a01E0Cf551ee7852FDbb82EEd61d070eCd3F4,2,265,1.05,4.58,8.37,3.53,2.78,7.5,Female,Klin,Epic,0.19,51,214,8.76,6,4,6,962
0,P014 | Team Axcited Gaming,0x5D6908353f435b797E2B798373e9f4D91fE429C5,2,262,5.38,8.35,1.94,6.27,2.12,5.9,Male,Klin,Pacer,0.16,41,221,8.75,5,3,5,787
0,Ready Bojack,0x35836A161BC292B241a3BbbBc3BB065b325EB0Bc,1,260,6.65,1.05,1.53,5.45,7.98,6.31,Female,Zan,Founding,0.42,110,150,5.04,24,15,14,3544
0,metallica | RAMBU,0xa1162947727b5D7A4516989Abce4eBbAeE13C6b5,3,269,2.11,5.09,1.83,8.79,8.48,5.16,Male,Campona,Pacer,0.23,63,206,6.21,6,11,11,1400
0,Marine,0xD69071586D9777071CfD77A4b2c3f70975d30d5f,3,279,1.33,0.04,7.84,4.0,8.34,8.72,Male,Klin,Pacer,0.23,63,216,8.81,3,9,10,971
0,Droopy Dragon,0x80b759F0A9391e64351e6b94E32c384A40D96b7D,3,277,8.62,6.35,1.68,1.99,1.31,3.5,Female,Campona,Rare,0.14,39,238,8.71,4,5,4,744
0,.Squirtle,0xcd46384582171F3315f99f0C8BB13A1E15Fa7ff5,2,269,4.13,4.91,4.88,0.44,1.78,1.32,Female,Zan,Epic,0.17,45,224,8.55,1,3,6,393
0,DREDLOCK,0x97421D28E3E5d4A0b27cE704F31A75Fd937770aC,3,258,1.37,8.7,5.82,8.64,0.47,1.73,Male,Campona,Pacer,0.21,55,203,8.42,5,12,6,1209
0,Yellow Guard,0x543EFB523ac62472A3393E17DD0E5EA7E3b26E80,3,261,1.86,4.39,6.15,3.04,0.53,7.35,Male,Zan,Pacer,0.21,55,206,8.62,9,10,7,1567
0,How do you do?,0xBc32b8e9680BD8525C4814fD27e834a2c6235a6f,3,271,3.94,6.84,8.59,0.64,7.77,0.7,Male,Klin,Pacer,0.32,87,184,7.36,17,15,6,2601
0,Gow Gow,0x42f34449209059717e6C48eD0110783A7df82abF,3,268,3.72,4.31,3.27,0.55,0.04,0.46,Male,Klin,Epic,0.16,43,225,7.51,7,3,7,1049
0,BlueTrust Exchange 05,0x7FCE9E3C9D3847C6455883e524701A23e5c51AF0,3,279,5.14,6.51,5.49,4.01,3.92,7.21,Male,Hoz,Pacer,0.15,42,237,8.22,2,4,6,542
0,Vei Gar,0xD7933bD27f5D287114Ee7ff1B3D54a7532FEF9AD,3,222,5.91,4.74,5.71,3.4,1.37,7.37,Female,Campona,Pacer,0.24,53,169,7.7,10,8,9,1636
0,Razor [NS.gg],0x930fDDe10c8cDA758232873A8428EF380810843A,3,269,5.03,0.48,1.48,2.36,8.85,3.89,Female,Zan,Epic,0.38,103,166,5.53,27,10,4,3379
0,gilligans island  87,0x37df8EbD9464E68c9eE000E031a43419b79b578E,3,265,2.42,8.87,8.87,2.08,1.46,1.55,Male,Zan,Pacer,0.21,55,210,8.4,7,12,2,1315
0,Sharku Wizard,0x2B030183990D083252580BC5E8cE8A290529c925,3,261,2.07,2.2,6.0,4.73,7.85,8.14,Female,Hoz,Pacer,0.2,53,208,8.39,3,9,8,919
0,Vesemir,0xDD2C396fE0AD5e37525368109eE2D3669bc3635b,3,268,3.18,6.31,3.19,5.64,5.77,0.05,Female,Klin,Pacer,0.25,66,202,7.33,12,10,10,1960
0,Uni | WGLG 10,0x9ceE1d71276001Ce5fa261cCf96A32199f222F63,2,247,4.39,2.01,6.92,6.07,2.22,2.49,Female,Klin,Pacer,0.23,58,189,6.14,11,5,11,1661
0,GentleGeneral,0x9174AAb7CAee055dB7Fa18815263d213EB4e3DF8,2,260,4.48,3.6,0.99,3.16,3.85,4.08,Male,Klin,Pacer,0.22,56,204,6.89,3,7,10,883
0,MKP06 | Real Deal      ,0xaA14f2E343E1B7Ee311D3f24b68D7381087C7d56,3,261,8.21,6.48,0.55,8.98,1.22,0.73,Male,Klin,Rare,0.19,50,211,8.74,5,6,11,1075
0,Mercedez,0x220804bEDDd1aaF18523AB586dc8373C85084B4b,3,275,8.05,3.77,4.79,6.86,6.84,5.35,Male,Hoz,Pacer,0.18,50,225,7.4,2,4,8,594
0,Sam Carter,0xc948246CaEBDdeBA4E3B41045EBB2E137D780D73,3,246,8.64,8.07,0.93,8.57,0.02,6.64,Male,Hoz,Pacer,0.22,55,191,9.39,7,10,5,1305
0,PEAKDEFI 94,0x2bC9f98E13Eea2e7CCfaD5CbA99Bfa6e81D20c7a,3,259,0.32,0.6,7.55,5.06,5.74,3.5,Female,Hoz,Pacer,0.14,36,223,8.58,4,2,7,690
0,Superior 1,0xE0B6B2DdeA81ced8C20237C5AE6e0a2Ee7E0eB9e,3,266,4.57,7.81,0.33,2.3,0.06,2.98,Female,Hoz,Pacer,0.1,26,240,9.98,1,2,4,297
0,REDHORSE,0x352C119B127BdF1703f3EE8F21b4364939DCC3cF,4,271,6.97,1.01,1.33,2.55,0.49,8.95,Female,Zan,Founding,0.41,110,161,5.96,31,13,7,4009
0,Shadowmere,0xC2770A68e92E6271cc64AA84d302CCBDb294FA24,4,271,3.12,6.81,2.1,5.61,4.5,5.02,Male,Klin,Founding,0.17,46,225,7.0,4,9,7,998
0,ðRS Esports #2,0x5ECE1abff8007978c58E84805669A6a84f569ef8,3,276,0.19,2.67,6.61,5.78,8.65,8.18,Female,Campona,Pacer,0.18,51,225,8.34,7,5,9,1189
0,DiecisÃ©is I JC/RHEI,0x5Db7C38de005aE51DFE896e1DF035458ff13D413,2,263,8.95,1.93,5.3,8.49,2.87,3.71,Female,Hoz,Pacer,0.37,98,165,4.82,16,16,13,2722
0,Pinguz,0x59438e8019c2f09aFE7662a0C64E7d09BC3dE70c,3,268,5.89,7.62,8.81,2.2,0.69,6.34,Male,Campona,Pacer,0.13,34,234,9.39,5,2,4,717
0,Real Deal Guild #100,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,3,277,7.21,6.6,3.42,5.56,3.43,6.21,Male,Hoz,Pacer,0.15,41,236,7.57,5,8,6,1033
0,DAISY,0x2a845B32212a4BEc7ed81b2A53B14b2b2BE09cEE,3,260,5.09,0.74,7.17,0.78,8.87,6.31,Female,Zan,Epic,0.31,81,179,6.2,20,6,7,2546
0,Quick Idefix,0x39c74f7C26f523A5BC706dD1428056aBEd0B677d,2,269,3.14,2.85,4.75,0.87,7.86,3.26,Male,Klin,Pacer,0.25,67,202,7.61,9,7,11,1539
0,Raider 25g,0x259684d12b3285f5E15A0C6E5A112cf600B9f8ED,3,258,4.74,2.81,5.55,1.4,0.4,8.77,Male,Campona,Pacer,0.22,56,202,8.13,17,6,3,2127
0,Hâ¬PHAI$TO$,0x26829bA88F9468322C17E4fDB854760e6c4eF333,2,269,0.02,0.28,6.7,3.89,4.16,0.42,Male,Klin,Epic,0.18,48,221,9.24,7,5,6,1111
0,Lexi Gasruk,0x2114273dA43D0BA5F951DF7f13C707a79f955574,3,128,5.38,0.18,8.54,3.56,4.57,1.93,Female,Hoz,Pacer,0.36,46,82,5.76,15,9,14,2335
0,Kokoro,0x8d452c1f4bAE385B13933c83EcFf70D74229915F,3,270,5.47,8.16,8.01,2.12,8.32,7.8,Female,Zan,Founding,0.23,62,208,7.84,7,6,5,1129
0,LOUKITA,0x381E41032f033440e613446792200Bd6B8e527Cf,3,278,8.52,5.49,6.27,7.86,5.6,1.99,Female,Zan,Epic,0.16,45,233,7.94,5,5,8,953
0,Zoro | NCNL,0x359140e7554fbf283BE208Faa966DE0BD16F0C5d,2,267,4.81,5.98,6.73,5.08,4.71,3.83,Male,Campona,Epic,0.16,44,223,7.92,2,5,7,612
0,Rickey Waters,0x932616A67a6BB07A92b6bBe54653960F5A9f2144,1,79,2.34,4.6,6.84,5.03,2.1,0.43,Female,Zan,Pacer,0.24,19,60,8.354430379746836,6,6,7,1076
