,name,ownerAddress,breedCount,pegaTotalRaces,speed,strength,wind,fire,water,lightning,gender,bloodLine,breedType,winRate,win,lose,avg_position,firt_places,second_places,third_places,total_rewards
0,MJOLNIR | MGG,0x82C2bc6f302daa28230D277Ca3b394eDFf9c7078,3,195,1.33,2.55,7.32,8.56,1.07,5.26,Female,Hoz,Pacer,0.16,32,163,8.67,6,6,4,998
0,Ã¦ #6 | RDG,0xAE76002719D287fc00B24a143D868950280B862d,3,254,4.71,1.67,2.36,6.53,5.82,1.22,Female,Hoz,Pacer,0.34,86,168,5.3,13,14,14,2345
0,LadyBeauty,0x7622C646656353c201f9D07a6D2056072CD67ffc,2,249,8.24,2.2,3.24,3.31,5.12,4.15,Male,Klin,Rare,0.32,79,170,4.92,10,15,9,1944
0,HorseQStoopid,0x7bC1C2E788a30208150AdDd5020723D7a978b7dD,3,260,8.74,3.41,5.35,2.77,6.54,8.72,Female,Hoz,Pacer,0.27,69,191,6.51,11,13,7,1909
0,syzygy #127 | Real Deal,0x655a775c20067208b206f7024227D2dD5A41d715,2,267,1.3,7.22,5.21,6.29,5.93,2.45,Female,Zan,Epic,0.24,64,203,6.85,7,11,6,1375
0,Lula Kutch,0xBaBc6DeBa13c719e11c91B716822d7Cdb4f831F0,3,241,2.03,5.27,8.93,5.37,5.18,2.46,Male,Campona,Pacer,0.19,46,195,8.47,3,5,9,769
0,peg108,0x8723af66e4377dF827b9135B8bca3D4352d0f130,3,247,8.69,4.62,1.99,0.53,3.79,2.85,Female,Hoz,Pacer,0.18,44,203,6.83,4,4,11,882
0,Success 33,0xcfCB7311f57Da99B29cA24CE65a9bC37B9B918b0,2,253,8.56,2.62,4.9,3.27,2.8,2.55,Female,Zan,Pacer,0.28,72,181,5.04,10,14,13,2004
0,OK,0xA57A3F9fc6196bBaA146514D653724190ac81D94,3,228,7.33,7.23,0.24,4.88,6.65,1.24,Female,Hoz,Pacer,0.14,33,195,8.46,2,4,3,464
0,RDG #575,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,1,243,8.53,1.75,6.31,8.72,2.71,6.74,Female,Zan,Epic,0.41,99,144,5.23,20,14,9,2950
0,Mama Clairebear|SPM 44Â¹Â¹,0x31621c707774AD3cD4ECD2955628B1559E4e2AF8,3,222,8.4,1.64,1.65,8.15,2.22,0.44,Female,Klin,Pacer,0.44,98,124,4.97,21,11,14,3053
0,The Legends Guild #4,0x7D75E6CdDee6a9B36dDFe9Ee1927Ee21903a812C,3,173,3.63,0.27,5.52,0.65,1.53,4.93,Male,Zan,Pacer,0.17,30,143,6.87,8,6,5,1234
0,Unikron,0x9d9D3E85D70a33647519Cb6b68f5EFfA0A454898,3,255,6.79,5.89,5.21,8.26,7.43,1.57,Male,Hoz,Pacer,0.27,70,185,7.76,12,7,9,1802
0,AmaraRivernova3,0x34C8D305F818fcDD359F375Cb434c1Ab9a1E841c,3,256,1.77,8.71,7.26,8.09,1.73,7.38,Female,Hoz,Pacer,0.23,58,198,7.85,10,6,6,1470
0,Billions,0x92492DB1DE4F5e54dAC955667425A1D500FC19A0,4,259,1.85,5.69,2.18,8.52,6.34,1.01,Female,Campona,Legendary,0.26,68,191,6.5,9,6,15,1599
0,RDG #281,0x664Fe01207Dc37C84A97A8dCdC28bCc1Da6bEE57,1,249,4.32,4.5,3.47,5.52,7.65,8.55,Female,Zan,Legendary,0.23,58,191,7.4,7,7,8,1251
0,Schmidty,0xf986659F6E3e859d19CD16A5Cf41C98E7AA1e366,2,245,5.65,7.12,3.27,3.13,4.11,0.53,Male,Campona,Pacer,0.18,45,200,9.2,2,4,10,646
0,my time,0x836187b725c56bd57398aA418262CEC22871938E,4,134,8.6,3.46,2.02,0.78,8.2,7.47,Female,Klin,Epic,0.36,48,86,6.62,12,11,14,2108
0,Moros,0xad9D9D539E2Fc7E67e51e3E383Ae328fC9ce68FD,3,266,6.83,7.55,5.98,7.97,1.67,0.33,Male,Campona,Pacer,0.2,53,213,9.69,4,6,3,762
0,Keisuke#7,0xe61c91e22521298678F6121d0116A947ad6dAD5E,4,242,1.97,3.59,4.7,7.71,1.6,2.73,Female,Hoz,Pacer,0.19,47,195,7.73,3,4,11,777
0,Vector Prime,0x6FDe8799a295f654bE0E765c726D34efA340f326,3,241,7.65,0.12,3.52,4.35,8.75,5.43,Male,Hoz,Pacer,0.42,101,140,4.35,27,13,7,3589
0,Bootleg,0xDDdaf740CA61F812501e581224bAe75Be9F25c60,3,268,2.03,7.23,2.74,4.78,0.86,5.19,Male,Hoz,Pacer,0.17,45,223,7.58,6,6,3,972
0,DIESEL,0x11cB53e03949dA0DEFFC95c7ff01C83F379C3fa1,3,259,5.86,1.76,7.96,4.03,6.78,6.15,Male,Klin,Pacer,0.25,65,194,5.9,7,9,11,1417
0,FT | Eleven,0xdc584682FD86916d8716F32F386CAb757f510b92,3,248,6.66,5.52,4.39,3.29,3.01,3.51,Female,Klin,Pacer,0.13,32,216,7.86,1,4,1,307
0,KIDDO,0x245052470c22b48b1d303a5Bf24a0421F246D552,3,253,6.34,6.23,0.0,4.59,6.22,5.25,Female,Klin,Pacer,0.2,51,202,7.6,4,8,9,1006
0,DIOR | TCG,0x34C8D305F818fcDD359F375Cb434c1Ab9a1E841c,3,246,6.2,4.32,5.62,0.43,8.3,1.51,Male,Hoz,Pacer,0.33,80,166,7.12,22,11,8,3002
0,Darrion Beer,0xE8a4BCAe2495f776af6b7fbd1932070B18673763,1,260,3.63,4.33,8.52,5.13,8.88,0.08,Female,Klin,Pacer,0.33,85,175,8.05,23,12,4,3047
0,Cafe Americano,0x05d48A9BbaDebA29637Da0531ff870cD8d041534,3,260,3.58,5.69,5.35,7.12,5.53,4.98,Female,Klin,Pacer,0.17,43,217,7.21,3,5,12,847
0,Tamia Little,0x80aA0A07b2F2E02F5C32e5E3F964fc90Af79dA85,3,258,5.78,3.76,3.73,6.64,0.59,0.27,Male,Hoz,Pacer,0.26,66,192,7.22,13,10,7,1987
0,BenedictBros#10,0x40A3994D9b830Db6f06Ba779aCb7633d5adF71f0,2,256,7.41,7.11,6.14,8.47,2.67,6.66,Female,Campona,Pacer,0.2,52,204,8.24,5,10,6,1121
0,Vans ,0xb76152F42f8e2f6A27f6fF64d96a754Ba378D448,3,251,7.67,7.66,0.92,8.86,7.82,0.94,Male,Klin,Pacer,0.2,50,201,7.46,4,11,6,1060
0,ðð¢ð«ð¢ð°ð¦ð°,0xafE07476C8552f2CbAA4288901C125F43Cf669C0,2,255,4.24,4.12,7.79,5.29,2.41,7.27,Female,Hoz,Pacer,0.18,47,208,8.89,4,8,5,902
0,Orie Adams,0x837D720fD751Eccc124D0157334acD0177F71aF2,3,255,5.67,3.44,1.69,3.6,8.29,8.25,Female,Hoz,Pacer,0.27,68,187,7.16,8,11,7,1506
0,E S P A Ã I T A,0x4ceb72B904E6B09eCf121eb97b415D2119555CA6,3,257,3.72,5.34,4.88,2.62,2.62,3.2,Male,Zan,Pacer,0.11,27,230,8.49,0,7,2,360
0,Reverend Speed | TCG,0xfF58B2BAeA916aF8e9cBDD693b03e1d5F0716317,3,260,2.69,1.39,1.63,3.59,3.13,8.63,Female,Campona,Legendary,0.25,66,194,7.73,12,13,8,2040
0,Leyak ð Infinite Legion,0x0cB6Fcb38D55948dFAE75efFB8478eBC31Ed3F44,3,232,0.03,0.64,6.53,6.41,6.59,3.32,Female,Campona,Pacer,0.11,26,206,9.21,0,5,4,324
0,Krysel,0x6517E42bfeDDb7F0b376914D21E716709fD3e57B,2,193,4.42,5.26,2.4,0.83,8.39,8.65,Female,Klin,Pacer,0.25,48,145,7.48,13,7,11,1959
0,ð»ð´ð¾ð½ð¸ðð¾ð,0x6178684bE94ecBB98Bf1bAD0269263640D7494fC,2,247,4.25,3.31,5.15,2.34,4.65,5.62,Female,Zan,Pacer,0.24,59,188,7.55,3,5,14,899
0,Ariane | TCG,0xEc03a753e78993c9974B329A766c22c5FF2f87a1,3,233,3.8,6.21,3.61,8.98,4.09,0.5,Male,Klin,Legendary,0.26,60,173,8.13,12,11,5,1874
0,Dran 10 (D2-D3),0x6c4cCC339C556b149b2765B0DCbC3C3f1D1589De,3,191,8.19,0.71,6.24,1.02,4.75,0.06,Female,Klin,Legendary,0.37,71,120,4.69,33,7,10,4033
0,Ajin #C5,0x0946bA315e2b30eA73508C0CaAEc21C1906773Bd,3,243,2.52,2.3,2.77,0.49,3.51,6.47,Female,Hoz,Pacer,0.14,34,209,7.95,4,5,8,848
0,Laurie Murray,0x87784F991C0c26F098217D9dEf9bD5F4B52373dB,4,256,1.96,0.06,0.91,3.33,4.73,4.37,Male,Hoz,Pacer,0.21,53,203,6.5,5,14,10,1401
0,Thestral 3.0,0xDb58CB6043C473F0F00237d257a48f53e0037E38,3,48,7.38,7.14,6.21,8.35,2.84,3.28,Male,Zan,Legendary,0.15,7,41,8.4375,1,4,2,333
0,Argia | KDS,0x08ef1a3a2428c7a0ca92fA248B012f07F676BA95,3,266,1.74,6.71,6.9,5.21,8.29,2.38,Male,Hoz,Pacer,0.26,70,196,7.07,12,12,8,1996
0,GentleNight,0xbf8B2D5BFFA1226c890c58B3abED48a65915FbE2,2,236,1.71,0.66,6.09,2.67,4.73,3.97,Male,Klin,Pacer,0.16,38,198,7.56,5,5,4,849
0,AoE || #56,0xE2C6cFc4c8A8b5019Bb92c68a69e8ad54D716744,3,256,6.4,1.12,3.07,1.16,0.1,3.31,Male,Hoz,Pacer,0.34,87,169,5.12,12,12,14,2152
0,CELAENO | Doc ARs - E,0x85d400d6F2D94Ae57B16fdebd4a1Bc5c3c9a11Fb,3,258,2.64,1.4,2.59,2.62,8.63,4.2,Female,Campona,Epic,0.29,74,184,7.12,14,12,6,2154
0,XRP ,0xF5b43E941aBAB55D26b6E35eBAac0a9A0a1cBC09,2,250,5.04,7.75,4.96,8.88,0.99,5.91,Male,Hoz,Pacer,0.23,57,193,8.67,7,5,5,1085
0,Hilton Reinger,0xb2f09F874665A7C7Fa5766Af28D3Fa8b0eC0fd38,3,249,0.26,0.71,7.18,2.96,2.06,0.07,Male,Hoz,Pacer,0.23,58,191,8.47,11,8,4,1611
0,Valentine,0x48d198D388b5bdf11fCfba5Fd5C47976435daB87,5,245,3.92,6.26,4.78,3.17,2.51,8.17,Female,Klin,Founding,0.21,52,193,8.48,8,5,8,1268
0,yoyoh 22,0x8026629D1Af9CAfe8C0B8A4638eD1e7818D37c06,3,255,7.45,4.41,5.12,1.94,6.31,0.38,Female,Campona,Pacer,0.27,69,186,8.22,8,13,7,1594
0,Soy Sauce,0x55bC0Bdb166f91A74995682495EC1c1Fe2Bb82CA,4,262,2.48,1.45,6.8,3.21,3.81,3.98,Male,Hoz,Pacer,0.16,43,219,6.91,2,8,7,744
0,ðð¾ð·ð¸,0xad3CC164633F6e563D23A34f197dB073D6A8F4d4,3,220,4.27,8.62,3.64,1.6,5.47,0.27,Male,Klin,Pacer,0.15,33,187,9.2,4,4,6,752
0,Eta Einstein,0x20ee67AB70711e50694De79F60a05f19bD89f8Ca,3,255,5.36,2.55,1.8,2.83,8.16,1.86,Female,Hoz,Pacer,0.29,75,180,7.01,15,9,8,2179
0,YY005,0xEef786B73725912401463EdAb4eE5746c3d73d2d,4,258,5.95,5.29,4.6,7.86,0.93,2.77,Female,Hoz,Epic,0.25,65,193,7.59,6,9,9,1260
0,Bailar La Bamba,0x52367bC82D83297493654b7B8615028D5427DBDB,3,262,7.5,8.49,0.11,5.05,2.52,6.17,Male,Hoz,Pacer,0.15,39,223,9.48,1,7,7,595
0,VirtuousâDazzle,0xcE09d3Bf81B75A4743b18172D88E99F2DE8D5fce,3,254,1.95,2.64,2.36,4.56,8.14,3.41,Male,Hoz,Pacer,0.22,57,197,7.24,6,9,9,1260
0,Btx R2,0x990625F7F197702aE819a3dB02038e0e62b688F3,3,220,7.95,4.3,3.27,2.04,7.56,3.31,Female,Zan,Rare,0.33,73,147,5.78,14,18,4,2366
0,Company | 007,0x55141aE35057b6e3B4d2E3E69Ea75Fd330D310bB,3,164,1.17,2.6,1.62,1.46,6.45,0.04,Male,Hoz,Pacer,0.19,31,133,8.35,3,13,3,965
0,Smoky Mountain Rain,0xcc3BC981766042EB0a965529D2E1C6cC587159a5,3,256,4.29,2.57,1.67,0.14,4.14,8.99,Female,Hoz,Pacer,0.27,70,186,7.51,9,12,7,1655
0,Z4'4,0xbE41a1b7D0E7c7f91aE92082c94125c24E3cc0cd,2,257,4.27,1.78,5.39,0.92,7.0,8.07,Male,Klin,Legendary,0.28,71,186,6.4,19,8,7,2529
0,JAS | Asia,0x0c65CD2A676B44AA6C05f973e59A23b211C9FFb8,3,255,6.65,8.49,1.91,5.12,2.13,6.69,Female,Campona,Pacer,0.14,36,219,9.84,4,4,3,674
0,Christiana Johnston,0xED0295016ADeFd0AD8d3142Bbed17aE63Bf7f9e7,3,258,0.63,4.99,2.59,4.31,0.68,7.83,Male,Hoz,Pacer,0.2,51,207,8.31,10,9,6,1602
0,FORSALE#14,0x0546a2CeB91716E715434C55796f0b5A5aAD8161,3,251,6.25,3.46,1.12,7.7,2.66,2.2,Male,Campona,Pacer,0.27,69,182,7.19,7,9,3,1209
0,Vis.TÃ½r,0x4Fbced14cc09C8534f1C2Bf5CF5675f08d1F318a,2,211,1.24,0.45,0.49,6.83,0.24,0.04,Male,Zan,Epic,0.3,63,148,7.49,11,10,10,1855
0,Stampede | TCG,0xb5038c3785E879E20f82F93b8185D47ba8D76ed4,4,237,8.25,3.56,0.13,4.46,1.4,0.95,Male,Hoz,Pacer,0.27,64,173,6.4,10,4,13,1564
0,Ronin -	Samurai Without A Master,0xD5F4671C99B8fA8d4529799eDCE121d2B68bCb5F,3,251,2.25,8.36,8.54,6.38,4.59,4.62,Female,Klin,Pacer,0.18,46,205,7.42,4,9,3,894
0,FRANIT0025,0xeF80504f5307E7EB0d8841aE4daDD4aba33CC4E8,3,258,0.64,8.43,2.39,3.94,2.4,0.36,Female,Hoz,Pacer,0.21,54,204,7.36,7,7,7,1225
0,JBA64,0x03336D2cA9D336037500F2148CbCD9C325F03a9F,3,104,4.68,6.61,4.47,1.66,6.46,0.73,Female,Campona,Rare,0.26,27,77,7.38,4,12,9,1182
0,Katarina Armstrong,0x4185D36FcC78dB0E7Bdc28705046b6B23CcDAce8,4,253,4.72,1.91,7.13,4.95,0.65,5.71,Female,Hoz,Pacer,0.26,67,186,6.93,13,10,8,2013
0,Pascale Murray,0xd4872430EA95002EBeD5A5311f944aFB63aAc242,3,249,1.3,7.15,2.69,5.73,0.23,4.62,Male,Hoz,Pacer,0.27,66,183,7.26,12,8,12,1924
0,Sibyl Beahan,0x5A0185ADBB6132E20b0D124A00714a778989665F,3,255,5.35,2.86,0.62,8.19,5.59,7.37,Male,Klin,Pacer,0.26,66,189,6.66,15,9,9,2205
0,MastGaming#005,0x69954796aa436EbF617CaDF2f531f1A1Fd414166,3,247,0.51,6.85,2.32,7.79,3.46,6.42,Male,Hoz,Pacer,0.25,61,186,7.27,12,5,9,1714
0,PathDAO | 143,0x0CCcb51Be4d5bE3f7C2B90D82a8B57Ca76f7Df25,4,258,3.44,8.44,2.24,3.87,3.45,5.86,Female,Hoz,Pacer,0.12,32,226,8.34,2,3,6,498
0,Orphnaeus,0x0a7197A2f3ECA99C4a398574715D14674c30e230,3,258,2.95,7.61,3.94,7.85,1.5,0.42,Female,Zan,Legendary,0.24,62,196,8.15,11,6,6,1575
0,Gipsy#6,0x6245df091287Ac770ef327F58a526129a56a3f6c,3,241,6.65,7.4,7.62,5.24,2.03,8.37,Male,Hoz,Pacer,0.22,53,188,9.34,9,7,1,1279
0,gilligans island  58,0x30a6A5a69b38017ABB0C9F1871b9301B23c52134,4,69,8.38,1.3,5.91,2.25,8.88,1.06,Female,Hoz,Pacer,0.58,40,29,4.425531914893617,15,8,5,2057
0,Cookie Dough,0x9f09fC219f8B3de6c25D0B68C8859d8d24B112e6,2,246,7.38,0.11,5.5,7.63,8.07,1.03,Female,Zan,Pacer,0.49,121,125,4.43,42,11,5,5024
0,Santina Ritchie,0x56218707C18EEf16E0060551547527390F69cb26,3,243,4.74,6.58,1.71,5.1,8.43,3.95,Male,Hoz,Pacer,0.21,52,191,7.52,1,9,10,761
0,Samson Cummings,0xb7dd9C6370e70325bd9177046ADC6B083aA666e4,3,249,4.72,0.55,5.97,7.37,3.18,4.17,Male,Zan,Pacer,0.27,68,181,5.8,8,14,11,1742
0,Brx | 018,0xBc5Ee56AF44108747E64bEDCECD373E50f148880,1,244,7.39,0.59,4.56,7.59,0.62,4.17,Male,Campona,Pacer,0.43,104,140,4.81,21,16,11,3195
0,MKP12 | Real Deal  ,0x90cCC9D7755F2D56213bE86Db03AD97D030bc826,0,255,2.8,2.97,4.35,4.84,4.09,3.79,Female,Klin,Pacer,0.15,37,218,7.85,2,3,4,446
0,Challenjour #34,0x8Fd0608Ab9cCf856BCD0c6EEc04aC0e9eEE62988,3,236,8.1,5.42,0.34,1.55,2.93,7.41,Male,Hoz,Pacer,0.22,51,185,8.07,4,7,8,936
0,Lil' Beethoven,0x5eB7Cc8e0E3d58c0F947Da314aE539ce5Ede0B70,4,72,6.27,2.29,6.63,4.53,3.19,7.79,Female,Hoz,Pacer,0.18,13,59,7.484375,3,7,1,649
0,Aimi,0x2b88fC3d4F2477615F466873A1DE844AfBcfCF32,3,251,3.6,5.3,1.2,3.39,8.48,0.19,Female,Hoz,Pacer,0.27,68,183,7.7,14,4,11,1932
0,Markiko | BLKCHN,0x1532769D3FfBC9b192e2A9B159F1Dc663912797a,3,255,1.97,0.79,8.38,4.01,7.27,4.35,Female,Campona,Pacer,0.18,45,210,7.47,7,5,8,1163
0,Lexa #040,0xCE1D300b12607d747dcF441D999d4F3613d4DecB,2,249,4.56,0.34,8.32,6.38,4.83,6.17,Male,Hoz,Pacer,0.22,55,194,6.1,8,10,7,1462
0,Wolf |GG|,0xC36422C31B0Ffe9205cf65bfe752aC5CFD62dAa3,3,261,7.03,7.57,8.54,4.2,2.86,6.13,Male,Hoz,Pacer,0.09,24,237,9.35,3,0,4,419
0,El Primo,0xA0f4BC2D549B1FfD6cdBbc6B8b762919277FCceA,2,255,4.33,6.42,3.06,6.72,6.32,0.0,Male,Klin,Pacer,0.22,57,198,8.03,8,9,6,1392
0,behbeh-13,0x2269D3c60cD4609ec592CB36a325a66E499fc7F4,3,266,5.76,3.02,8.53,8.76,6.17,5.01,Female,Hoz,Pacer,0.21,55,211,6.09,4,3,8,760
0,-Spike-,0xfe28c71645d7826c9BBE2832d3683C4b7aA1DFE6,3,249,0.05,5.91,0.85,5.19,0.54,2.16,Female,Klin,Pacer,0.18,45,204,7.86,7,4,8,1119
0,ImSy | SexySanta,0x5b99c4B84e8df85f8b96A2FcFBCeA868175a9692,3,250,7.43,8.57,3.6,0.42,3.84,7.95,Male,Hoz,Pacer,0.13,33,217,9.6,5,5,3,823
0,Gigapona,0x1e10d26346f582Cf34b05d0Ee49A503384046A88,3,253,0.8,4.21,8.2,2.68,2.05,1.3,Male,Campona,Pacer,0.14,35,218,9.4,5,2,2,665
0,NOS-APOLLO,0xc5131d5d6Df2D8121195246122C03CBC450547AB,3,256,5.06,0.77,1.95,5.23,5.98,3.53,Male,Hoz,Pacer,0.32,82,174,4.83,13,14,12,2293
0,Top tank â¢ HG,0x6AF7AfeB53593CCF8D1De3018d0D854Eae6fa1cf,2,244,5.58,4.26,8.26,8.76,7.84,7.07,Male,Klin,Pacer,0.16,40,204,7.13,2,5,10,690
0,SKY | Yuumi,0x41BC7D681FB9303d4e34bbBd014DDF24Ce4F9e7b,3,257,2.73,6.8,6.18,5.79,3.22,5.89,Female,Hoz,Pacer,0.12,32,225,8.31,5,5,1,771
0,GentleYork,0xbf8B2D5BFFA1226c890c58B3abED48a65915FbE2,2,257,4.81,2.42,3.98,6.42,6.18,6.23,Female,Klin,Pacer,0.21,55,202,6.65,6,12,8,1366
0,CryptoBanter SNIPER,0x7a869E79b3772fd4d1BdE39CbA3d00e22E9639Ca,3,258,0.76,8.19,7.77,3.7,7.27,7.17,Male,Campona,Epic,0.17,44,214,7.2,5,6,8,997
0,XJD#1,0xb2f09F874665A7C7Fa5766Af28D3Fa8b0eC0fd38,3,252,2.16,2.34,4.91,5.2,7.5,6.03,Female,Zan,Pacer,0.16,41,211,8.04,5,3,9,891
0,Sansa Stark,0xb7dd9C6370e70325bd9177046ADC6B083aA666e4,3,253,8.99,7.8,8.75,5.36,0.75,8.15,Male,Klin,Legendary,0.21,52,201,9.39,8,5,3,1138
0,Anayawaka,0x586d7cB0B96dafBc8E8a20F5F219f602ae5a2455,3,256,7.36,3.98,3.37,0.31,5.17,2.14,Male,Klin,Epic,0.26,66,190,6.98,9,6,7,1391
0,THANKSGIVING,0x5Ea00bC260417e58087A010c85703683bFA6419F,3,172,2.72,4.13,1.31,2.14,7.13,7.94,Male,Hoz,Pacer,0.19,32,140,7.53,8,5,7,1242
0,Phantom Assasin,0xA477735D22a88A40d30207b065225b54645b0f15,3,256,3.02,2.37,4.15,3.36,4.58,8.25,Female,Hoz,Pacer,0.21,55,201,7.52,6,10,9,1304
0,Carmenta,0x976CAFe352a5e398F5C1960cC2cB63EC79d354B6,3,258,7.78,1.45,7.85,7.98,7.68,2.65,Female,Hoz,Pacer,0.38,99,159,5.42,16,19,12,2828
0,1G,0x59FC43183C6b3E874d9F7eeaF79A0F708A8Cc08D,0,256,1.76,5.16,1.65,4.98,2.19,8.68,Female,Klin,Founding,0.22,56,200,8.52,8,8,8,1400
0,HNSF,0x5f4BC0fe6Dc5B478bB7724Dbb39a8063f2DFDB2E,5,247,8.66,0.44,0.99,2.96,4.26,5.03,Female,Zan,Founding,0.55,137,110,3.14,37,17,16,5049
0,Harvey Henehan,0x31A14626579c3197B43DE563128c2171F4F840aD,2,254,8.48,1.77,0.63,2.4,1.0,2.27,Male,Zan,Pacer,0.35,90,164,4.48,19,17,12,3055
0,Ayrton Senna,0xb7dd9C6370e70325bd9177046ADC6B083aA666e4,3,259,3.13,1.05,4.26,1.9,5.03,2.36,Female,Zan,Founding,0.24,63,196,6.01,6,11,14,1478
0,Been 6,0x3eB420f5cDFBCBfbe6d7829b8CfD779f586E8725,3,256,6.1,8.81,8.87,4.35,4.7,1.83,Female,Klin,Pacer,0.15,39,217,8.65,9,3,4,1181
0,S0hai Dynamite,0xe6787a6eA1C9FaA825C26640ccA4B43C3d8b8d95,3,242,2.65,5.31,0.03,1.31,0.21,4.55,Female,Campona,Pacer,0.18,43,199,8.18,8,5,6,1216
0,Halftime Bunker,0x942656913F020686B665c3975908D81605d09065,3,187,2.28,8.07,7.55,3.44,7.5,5.48,Female,Hoz,Pacer,0.22,41,146,7.28,7,9,4,1235
0,SNOWPIERCER ,0xCeA7E0c7D9d3E39D7390B95493DC8D480BC45e2B,3,257,2.44,7.22,6.14,8.47,8.55,0.16,Male,Zan,Legendary,0.34,87,170,5.83,15,20,8,2663
0,HKG HOZ 10,0x4926bd156BaDD09fD9A07A08c2F3146Ae57cD8b0,4,250,6.36,3.52,1.1,8.4,7.74,7.02,Female,Hoz,Pacer,0.28,69,181,6.4,13,11,4,1953
0,Ãgir,0x78E49baC0DeCA8b5d7beD026bbEE685975eDB834,1,258,1.43,0.03,1.94,5.72,3.71,8.5,Male,Klin,Epic,0.21,55,203,8.94,5,7,10,1093
0,Tsunami ,0xF07b0589A7b309520722A3930F244dCa0FbE031E,2,261,5.48,0.32,5.76,5.64,7.46,6.17,Male,Campona,Epic,0.38,98,163,4.47,19,19,14,3195
0,ã¨ããããã© | Transcend GAMES,0xb386dD33FCC056c0573a1Bff4c0a519C941A47A8,2,204,5.66,3.77,6.39,4.94,4.32,2.28,Male,Campona,Pacer,0.22,44,160,7.64,7,7,7,1225
0,LGâBAYC,0xcAD9DED283D0FECa823BCE19A10da533b6FeB8F6,3,247,5.32,6.64,7.81,0.94,8.07,7.3,Male,Hoz,Pacer,0.24,59,188,7.44,9,14,5,1691
0,Sunny46,0xEDbe91D8357682EcAD7656fff63648912330Bd18,3,243,7.79,5.64,7.22,8.43,2.15,3.02,Male,Hoz,Pacer,0.17,42,201,8.58,4,4,6,752
0,Rookie | ZD,0x512FbCFee5Bc0dcAaaf992dffb20c5860f297D4c,3,252,1.76,4.01,0.18,2.89,8.21,2.33,Female,Hoz,Pacer,0.21,54,198,7.61,7,9,8,1339
0,El Toro,0x78C7142d95F15091536450596dFD0F05A5A3e0A9,2,251,7.16,7.59,4.93,3.23,0.9,7.33,Male,Campona,Pacer,0.23,58,193,8.56,6,7,10,1198
0,FS4 | ROG,0xB822611D82D4925a0a2Bf32E0Fd18B264802ce39,3,250,4.57,7.22,3.14,6.12,2.53,8.05,Male,Hoz,Pacer,0.26,64,186,8.5,6,9,7,1208
0,Mecklenburg,0xF79c5908f7e9542fb0B891279cc9f4207e79C7F3,2,255,1.89,5.91,6.28,8.46,7.81,4.68,Male,Campona,Pacer,0.22,57,198,6.74,10,6,7,1496
0,55 Hoof Goes There/Winners Circle,0x0699D530E7AA78117644798Af2726dF5513eE86F,3,254,7.99,2.4,4.4,4.07,5.58,2.49,Female,Hoz,Pacer,0.32,82,172,5.15,14,12,10,2258
0,Olympus ,0x17A7394eA7C2Bb18084746C1601c90B99998F7a9,3,246,5.33,0.05,4.02,7.82,4.57,3.93,Female,Hoz,Pacer,0.37,92,154,4.53,12,14,13,2214
0,Sugondees,0x4C6ef8eca64E9a1b1d07Acc5355027EcB2FaE7f9,3,255,1.45,6.56,5.65,4.31,3.54,7.34,Male,Campona,Pacer,0.2,51,204,7.37,5,11,6,1165
0,Meta Ferry,0x31A14626579c3197B43DE563128c2171F4F840aD,3,178,6.1,8.97,1.45,7.28,2.02,2.31,Female,Klin,Legendary,0.16,29,149,8.7,2,6,6,630
0,Rumburak,0x97CedFC30F3f95552a41f4ef386ea9dEdDb24c8A,3,267,5.83,1.43,4.58,8.06,2.98,2.34,Male,Klin,Epic,0.31,84,183,5.63,12,12,11,2074
0,Dino Olson,0x7e592e1400692271caa0278AE85cB1a7BE9e5ec4,2,264,0.62,3.52,0.88,8.14,3.52,3.89,Female,Zan,Legendary,0.2,52,212,7.94,7,6,4,1103
0,Million Stars,0x5BAE1a09c64fd23F42F24bB2692534065aCEB4a9,2,245,3.15,1.65,1.18,5.57,3.5,5.48,Female,Hoz,Pacer,0.25,61,184,7.31,10,8,5,1532
0,Epic Lobster ,0xED371C4F8C30e1F0a300e2FB38D532ad25858796,3,139,1.17,7.81,8.18,2.54,7.46,5.85,Male,Hoz,Epic,0.21,29,110,6.73,10,9,5,1576
0,Thunderball,0x3d85CfcC2a4715f58DE993eAB5FaD40bEf3A58AB,1,250,6.07,2.36,4.4,1.33,7.77,7.42,Male,Zan,Legendary,0.32,80,170,6.06,15,11,11,2345
0,CNC 257,0x175E7E28Cd3FC2434aAc677c96d1ce2462903A43,3,90,0.31,1.73,2.46,4.2,0.24,8.71,Male,Klin,Pacer,0.29,26,64,8.2,13,9,4,1865
0,Zoom Zoomm,0x20ee67AB70711e50694De79F60a05f19bD89f8Ca,3,252,0.27,4.68,7.08,7.69,8.73,0.89,Female,Hoz,Pacer,0.31,79,173,7.01,14,16,5,2304
0,Margaret Altenwerth | TFS,0xAe1f7f90991935C4dB92c4Cbb6b6687a58F9df65,4,118,8.57,0.3,1.48,8.85,7.99,1.42,Male,Hoz,Pacer,0.5,59,59,4.58,37,15,3,4623
0,Airavata | Phoenix 1825,0x3C29DD17Dd5fCF793a6a270F9227FDb5B0EeE70A,3,247,3.34,8.97,4.04,5.09,0.7,2.13,Male,Hoz,Pacer,0.16,40,207,8.08,6,3,10,1022
